municipio,local,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
316170,SAO GONCALO DO ABAETE,-,22,-,277,4,9,85,17,24,38,186,138,6,806
316180,SAO GONCALO DO PARA,-,88,37,144,41,3,462,15,3,16,135,614,70,1628
316190,SAO GONCALO DO RIO ABAIXO,-,4,5,84,6,4,105,38,52,12,1679,2506,54,4549
316200,SAO GONCALO DO SAPUCAI,-,7,282,9,11,3,19,37,3,37,10,3789,11,4218
316210,SAO GOTARDO,-,179,294,3999,6,1,623,107,13,76,636,6834,131,12899
316220,SAO JOAO BATISTA DO GLORIA,-,117,65,45,-,3,65,57,-,299,335,452,53,1491
316225,SAO JOAO DA LAGOA,-,-,5,49,5,6,52,-,-,1,93,258,33,502
316230,SAO JOAO DA MATA,-,-,-,-,-,-,-,-,-,9,-,92,-,101
316240,SAO JOAO DA PONTE,-,5,67,491,24,44,646,31,22,18,83,1155,87,2673
316245,SAO JOAO DAS MISSOES,-,2,15,8,-,57,126,1,3,33,20,743,13,1021
316250,SAO JOAO DEL REI,-,679,272,1773,34,58,676,76,206,211,1073,14762,65,19885
316255,SAO JOAO DO MANHUACU,-,2,-,5,-,-,1,-,-,-,148,601,4,761
316257,SAO JOAO DO MANTENINHA,-,-,34,73,-,-,69,71,9,3,375,339,12,985
316260,SAO JOAO DO ORIENTE,-,1,-,246,-,-,3,23,-,66,432,355,38,1164
316265,SAO JOAO DO PACUI,-,1,3,7,-,9,33,8,-,20,40,332,2,455
316270,SAO JOAO DO PARAISO,-,2,1,7,-,2,7,3,-,57,1,971,25,1076
316280,SAO JOAO EVANGELISTA,-,4,14,568,-,-,121,5,-,1,93,812,37,1655
316290,SAO JOAO NEPOMUCENO,-,52,120,1032,45,18,1888,50,15,18,1774,1366,893,7271
316292,SAO JOAQUIM DE BICAS,-,19,772,690,17,3,1534,75,7,14,535,1530,229,5425
316294,SAO JOSE DA BARRA,-,6,2,2,12,-,48,5,5,9,481,572,45,1187
316295,SAO JOSE DA LAPA,-,-,2,137,1,19,686,181,23,71,277,1757,45,3199
316300,SAO JOSE DA SAFIRA,-,2,24,29,26,3,76,62,17,11,122,129,54,555
316310,SAO JOSE DA VARGINHA,-,110,-,179,-,6,73,199,5,-,15,103,9,699
316320,SAO JOSE DO ALEGRE,-,-,2,4,-,-,2,2,-,1,13,457,6,487
316330,SAO JOSE DO DIVINO,-,-,-,35,4,-,9,30,-,-,80,220,-,378
316340,SAO JOSE DO GOIABAL,-,4,86,105,-,-,102,144,17,14,200,402,69,1143
316350,SAO JOSE DO JACURI,-,1,-,22,-,-,45,5,-,10,-,382,6,471
316360,SAO JOSE DO MANTIMENTO,-,-,-,1,-,-,-,8,-,50,38,79,-,176
316370,SAO LOURENCO,1,3,24,38,3,1,8,146,1,4,37,7454,42,7762
316380,SAO MIGUEL DO ANTA,-,2,3,26,-,-,9,-,-,1,16,387,14,458
316390,SAO PEDRO DA UNIAO,-,2,4,3,1,2,4,2,2,-,16,192,13,241
316400,SAO PEDRO DOS FERROS,-,6,4,129,2,1,104,280,-,-,90,1073,43,1732
316410,SAO PEDRO DO SUACUI,-,52,13,17,-,-,28,-,2,25,5,232,-,374
316420,SAO ROMAO,-,-,6,162,7,6,213,2,-,7,273,275,23,974
316430,SAO ROQUE DE MINAS,-,-,25,53,1,6,5,-,2,281,37,875,46,1331
316440,SAO SEBASTIAO DA BELA VISTA,-,-,5,3,-,-,-,-,-,4,2,295,8,317
316443,SAO SEBASTIAO DA VARGEM ALEGRE,-,-,-,4,-,2,-,-,-,-,38,154,14,212
316447,SAO SEBASTIAO DO ANTA,-,-,-,42,-,4,57,-,-,-,-,243,-,346
316450,SAO SEBASTIAO DO MARANHAO,-,-,3,74,-,-,9,1,94,125,4,151,1,462
316460,SAO SEBASTIAO DO OESTE,-,15,50,56,2,2,55,95,10,3,240,1587,16,2131
316470,SAO SEBASTIAO DO PARAISO,-,64,1255,400,22,61,1811,234,58,1275,5367,5170,1289,17006
316480,SAO SEBASTIAO DO RIO PRETO,-,-,-,-,-,-,-,-,-,-,-,86,8,94
316490,SAO SEBASTIAO DO RIO VERDE,-,-,2,-,1,1,1,2,-,-,2,120,19,148
316500,SAO TIAGO,-,13,78,20,3,3,11,13,2,1,59,542,7,752
316510,SAO TOMAS DE AQUINO,-,-,4,46,-,1,217,25,2,206,30,611,47,1189
316520,SAO THOME DAS LETRAS,-,-,4,13,4,3,3,-,-,151,13,374,1,566
316530,SAO VICENTE DE MINAS,-,-,-,1,1,-,5,1,1,-,9,1421,4,1443
316540,SAPUCAI-MIRIM,-,-,1,4,-,-,2,2,-,-,-,518,8,535
316550,SARDOA,-,-,1,14,1,-,-,3,-,1,30,29,1,80
316553,SARZEDO,-,56,716,2231,26,7,2322,31,15,5,331,1164,75,6979
316555,SETUBINHA,-,1,-,127,90,2,20,21,3,3,19,279,-,565
316556,SEM-PEIXE,-,4,34,54,-,-,3,1,1,-,138,186,1,422
316557,SENADOR AMARAL,-,2,5,-,-,-,-,-,-,1,-,4,-,12
316560,SENADOR CORTES,-,-,-,13,-,-,41,-,1,13,9,355,133,565
316570,SENADOR FIRMINO,-,-,14,159,9,23,28,17,-,1,20,73,49,393
316580,SENADOR JOSE BENTO,-,-,-,-,-,-,-,-,-,-,-,23,7,30
316590,SENADOR MODESTINO GONCALVES,-,-,-,1,-,-,6,31,2,82,6,486,8,622
316600,SENHORA DE OLIVEIRA,-,-,-,6,-,1,5,-,-,2,3,658,1,676
316610,SENHORA DO PORTO,-,-,-,1,-,-,-,-,-,-,1,190,2,194
316620,SENHORA DOS REMEDIOS,-,3,6,1,1,-,4,-,-,-,-,39,7,61
316630,SERICITA,-,-,-,85,-,-,11,1,-,1,22,236,1,357
316640,SERITINGA,-,1,1,2,1,1,-,-,1,-,-,78,-,85
316650,SERRA AZUL DE MINAS,-,-,3,69,-,-,2,-,-,-,-,319,2,395
316660,SERRA DA SAUDADE,-,1,9,-,2,3,1,-,-,-,15,141,12,184
316670,SERRA DOS AIMORES,-,6,67,222,17,6,17,53,2,16,15,279,9,709
316680,SERRA DO SALITRE,-,2,23,21,1,5,93,40,11,19,413,1454,39,2121
316690,SERRANIA,-,1,26,42,8,6,5,3,-,1,10,898,29,1029
316695,SERRANOPOLIS DE MINAS,-,-,2,-,-,4,3,1,1,82,2,372,6,473
316700,SERRANOS,-,-,-,-,-,-,-,-,-,1,-,15,-,16
316710,SERRO,-,2,22,94,1,2,93,43,10,26,174,4531,73,5071
316720,SETE LAGOAS,-,91,1117,11713,63,66,8073,1262,39,30,4095,14574,33,41156
316730,SILVEIRANIA,-,-,6,21,2,-,6,9,-,-,174,75,74,367
316740,SILVIANOPOLIS,-,-,4,-,-,1,-,-,-,1,-,255,202,463
316750,SIMAO PEREIRA,-,-,-,4,-,-,-,-,-,4,305,175,3,491
316760,SIMONESIA,-,-,16,63,-,1,9,5,1,11,72,935,8,1121
316770,SOBRALIA,-,1,3,46,-,1,9,2,4,2,112,229,11,420
316780,SOLEDADE DE MINAS,-,1,1,3,2,-,1,19,-,-,-,233,4,264
316790,TABULEIRO,-,-,15,212,5,3,250,8,1,2,68,231,25,820
316800,TAIOBEIRAS,-,1,48,160,5,5,221,43,8,73,28,2706,201,3499
316805,TAPARUBA,-,-,-,108,1,-,124,64,-,139,2,184,24,646
316810,TAPIRA,-,-,5,7,-,-,2,-,-,83,58,113,7,275
316820,TAPIRAI,-,-,10,1,-,-,1,1,-,-,-,13,-,26
316830,TAQUARACU DE MINAS,-,1,75,45,3,-,204,6,1,-,5,1000,6,1346
316840,TARUMIRIM,-,9,7,5,40,7,-,38,-,-,96,560,-,762
316850,TEIXEIRAS,-,-,-,117,2,1,1,2,-,5,319,259,89,795
316860,TEOFILO OTONI,2,475,683,4102,1466,90,323,1867,39,578,3088,5753,1117,19583
316870,TIMOTEO,-,54,208,1895,251,579,234,583,406,626,5095,780,102,10813
316880,TIRADENTES,-,-,2,28,-,-,193,4,1,-,121,2275,48,2672
316890,TIROS,-,-,3,135,2,-,24,159,4,42,570,707,20,1666
316900,TOCANTINS,-,12,212,798,24,123,517,1141,103,5,226,1433,281,4875
316905,TOCOS DO MOJI,-,-,1,-,-,-,-,-,-,1,1,20,9,32
316910,TOLEDO,-,-,1,-,2,-,1,-,-,1,8,96,11,120
316920,TOMBOS,-,1,18,187,-,1,18,-,1,-,234,616,156,1232
316930,TRES CORACOES,-,864,1209,620,987,2,95,65,72,56,664,9618,113,14365
316935,TRES MARIAS,-,565,25,152,23,112,704,93,50,27,590,2371,225,4937
316940,TRES PONTAS,-,47,1406,501,206,30,1629,17,11,7,431,9121,497,13903
316950,TUMIRITINGA,-,1,1,81,27,9,77,130,4,1,14,75,36,456
316960,TUPACIGUARA,-,257,518,983,46,25,74,24,4,602,110,963,1174,4780
316970,TURMALINA,-,1,14,527,527,6,162,166,174,42,61,3101,75,4856
316980,TURVOLANDIA,-,-,14,4,-,-,3,1,-,-,-,242,2,266
316990,UBA,-,25,2444,3789,235,1837,560,1515,172,121,1115,6200,2404,20417
317000,UBAI,-,11,52,105,-,2,615,10,7,18,183,498,38,1539
317005,UBAPORANGA,-,11,17,100,-,3,2,151,1,4,114,548,-,951
317010,UBERABA,13,342,1401,2329,129,294,1499,1464,306,1293,6044,3667,12311,31092
317020,UBERLANDIA,8,4446,16780,9465,1767,1969,30950,1986,686,5196,28106,27119,17469,145947
317030,UMBURATIBA,-,2,-,3,2,-,-,12,-,-,12,20,-,51
317040,UNAI,-,2280,6053,956,229,1185,4012,2025,840,3443,2752,7524,348,31647
317043,UNIAO DE MINAS,-,14,33,47,-,2,48,36,28,38,82,54,202,584
317047,URUANA DE MINAS,-,111,79,53,10,3,49,9,17,83,57,403,8,882
317050,URUCANIA,-,-,45,285,3,3,7,-,3,1,259,368,44,1018
317052,URUCUIA,-,11,10,1,-,5,385,29,1,240,198,1248,35,2163
317057,VARGEM ALEGRE,-,-,35,190,7,6,9,110,2,1,334,171,11,876
317060,VARGEM BONITA,-,10,5,2,-,1,9,-,-,76,11,229,24,367
317065,VARGEM GRANDE DO RIO PARDO,-,-,-,5,-,-,5,1,-,4,4,34,2,55
317070,VARGINHA,-,125,1351,3190,516,49,189,93,13,51,2142,33852,381,41952
317075,VARJAO DE MINAS,-,3,3,11,3,1,84,44,9,49,119,617,18,961
317080,VARZEA DA PALMA,2,10,48,400,11,24,1857,161,36,272,1711,2269,299,7100
317090,VARZELANDIA,-,1,10,94,529,38,505,5,2,19,95,1010,19,2327
317100,VAZANTE,-,88,61,243,6,45,730,94,21,118,1261,1443,158,4268
317103,VERDELANDIA,-,1,3,29,2,25,31,1,19,-,18,32,4,165
317107,VEREDINHA,-,-,-,82,-,-,1,-,-,1,112,644,121,961
317110,VERISSIMO,-,2,35,13,-,1,210,16,-,21,30,30,59,417
317115,VERMELHO NOVO,-,-,-,-,-,-,-,-,-,-,136,257,3,396
317120,VESPASIANO,8,271,155,1719,4,3,256,20,1,5,771,1878,145,5236
317130,VICOSA,-,14,152,3313,9,21,702,24,3,47,623,5486,531,10925
317140,VIEIRAS,-,-,-,74,-,-,2,-,-,-,57,57,73,263
317150,MATHIAS LOBATO,-,-,-,31,2,-,1,10,-,28,-,35,9,116
317160,VIRGEM DA LAPA,-,5,12,97,-,1,8,130,6,7,276,680,11,1233
317170,VIRGINIA,-,-,4,-,-,-,-,7,-,-,3,77,5,96
317180,VIRGINOPOLIS,-,1,-,34,1,-,1,4,4,-,15,1142,8,1210
317190,VIRGOLANDIA,-,2,4,3,-,2,8,55,-,1,84,553,248,960
317200,VISCONDE DO RIO BRANCO,1,81,521,3327,41,777,77,166,47,28,1511,3595,4686,14858
317210,VOLTA GRANDE,-,2,38,116,-,2,1,-,1,2,16,289,16,483
317220,WENCESLAU BRAZ,-,-,4,1,-,-,1,-,-,-,1,9,3,19
320010,AFONSO CLAUDIO,-,20,29,98,12,427,1240,-,-,-,-,-,-,1826
320013,AGUIA BRANCA,-,-,1,24,2,1,5,-,-,-,-,-,-,33
320016,AGUA DOCE DO NORTE,-,2,90,6,2,11,116,-,-,-,-,-,-,227
320020,ALEGRE,4,210,182,810,2,3,320,7,-,-,-,-,-,1538
320030,ALFREDO CHAVES,-,17,198,330,7,14,33,-,-,-,-,-,-,599
320035,ALTO RIO NOVO,-,4,85,30,-,2,7,-,-,-,-,-,-,128
320040,ANCHIETA,4,108,134,310,9,166,366,-,-,-,-,-,-,1097
320050,APIACA,-,7,300,242,-,1,19,-,-,-,-,-,-,569
320060,ARACRUZ,7,348,1244,2001,60,576,858,-,-,-,-,-,-,5094
320070,ATILIO VIVACQUA,-,4,46,394,-,8,75,-,-,-,-,-,-,527
320080,BAIXO GUANDU,-,20,122,41,30,26,298,-,-,-,-,-,5,542
320090,BARRA DE SAO FRANCISCO,-,35,138,26,433,1069,1383,-,-,-,-,-,-,3084
320100,BOA ESPERANCA,-,20,72,10,27,6,140,-,-,-,-,-,-,275
320110,BOM JESUS DO NORTE,-,31,198,489,14,7,786,-,-,-,-,-,-,1525
320115,BREJETUBA,-,-,2,3,-,-,16,-,-,-,-,-,-,21
320120,CACHOEIRO DE ITAPEMIRIM,4,1937,5504,9774,538,553,7581,-,-,-,-,-,3,25894
320130,CARIACICA,12,1170,3537,3212,478,874,1318,-,-,-,-,-,1,10602
320140,CASTELO,-,73,102,262,-,4,60,-,-,-,-,-,-,501
320150,COLATINA,-,151,279,515,32,181,865,8,-,-,-,-,1,2032
320160,CONCEICAO DA BARRA,1,316,101,29,56,5,106,-,-,-,-,-,-,614
320170,CONCEICAO DO CASTELO,-,3,10,211,3,-,32,-,-,-,-,-,-,259
320180,DIVINO DE SAO LOURENCO,-,-,-,9,-,1,2,-,-,-,-,-,-,12
320190,DOMINGOS MARTINS,-,17,34,122,6,5,18,-,-,-,-,-,-,202
320200,DORES DO RIO PRETO,-,-,2,42,-,-,2,-,-,-,-,-,-,46
320210,ECOPORANGA,-,4,74,802,1,6,185,-,-,-,-,-,1,1073
320220,FUNDAO,-,11,32,9,2,9,75,2,-,-,-,-,-,140
320225,GOVERNADOR LINDENBERG,-,3,3,3,1,2,3,-,-,-,-,-,-,15
320230,GUACUI,-,15,46,2281,19,17,291,-,-,-,-,-,-,2669
320240,GUARAPARI,2,67,684,190,13,20,1238,16,-,-,-,-,-,2230
320245,IBATIBA,-,2,7,79,6,1,461,-,-,-,-,-,-,556
320250,IBIRACU,-,23,54,56,-,16,59,-,-,-,-,-,-,208
320255,IBITIRAMA,-,-,-,5,-,-,17,-,-,-,-,-,-,22
320260,ICONHA,-,17,34,83,7,7,28,-,-,-,-,-,-,176
320265,IRUPI,-,1,-,7,-,1,140,-,-,-,-,-,-,149
320270,ITAGUACU,-,12,10,18,6,2,263,-,-,-,-,-,-,311
320280,ITAPEMIRIM,-,40,272,410,52,22,493,6,-,-,-,-,-,1295
320290,ITARANA,-,2,171,8,5,6,10,-,-,-,-,-,-,202
320300,IUNA,-,1,7,61,1,-,973,-,-,-,-,-,-,1043
320305,JAGUARE,-,329,261,41,18,23,103,-,-,-,-,-,-,775
320310,JERONIMO MONTEIRO,-,57,39,866,8,-,550,-,-,-,-,-,-,1520
320313,JOAO NEIVA,-,21,134,171,19,20,379,-,-,-,-,-,-,744
320316,LARANJA DA TERRA,-,37,269,-,19,99,34,-,-,-,-,-,-,458
320320,LINHARES,2,279,1603,575,180,1369,4099,23,-,-,-,-,1,8131
320330,MANTENOPOLIS,-,2,13,306,-,-,435,-,-,-,-,-,-,756
320332,MARATAIZES,-,7,186,253,3,1,349,-,-,-,-,-,-,799
320334,MARECHAL FLORIANO,-,6,50,38,5,8,17,-,-,-,-,-,-,124
320335,MARILANDIA,-,14,6,18,-,2,12,-,-,-,-,-,-,52
320340,MIMOSO DO SUL,-,3,197,233,5,4,27,-,-,-,-,-,1,470
320350,MONTANHA,-,318,131,96,12,12,511,-,-,-,-,-,-,1080
320360,MUCURICI,2,42,115,79,30,22,222,-,-,-,-,-,-,512
320370,MUNIZ FREIRE,-,6,6,64,16,8,16,-,-,-,-,-,-,116
320380,MUQUI,-,8,635,598,5,9,144,-,-,-,-,-,-,1399
320390,NOVA VENECIA,2,71,226,407,550,134,158,-,-,-,-,-,-,1548
320400,PANCAS,-,3,199,110,2,-,51,-,-,-,-,-,1,366
320405,PEDRO CANARIO,18,1414,19,4,15,4,726,-,-,-,-,-,-,2200
320410,PINHEIROS,-,170,322,1,2,7,611,-,-,-,-,-,-,1113
320420,PIUMA,-,59,158,612,13,36,127,-,-,-,-,-,-,1005
320425,PONTO BELO,-,20,149,71,14,26,421,-,-,-,-,-,-,701
320430,PRESIDENTE KENNEDY,-,2,364,55,9,12,31,-,-,-,-,-,1,474
320435,RIO BANANAL,-,7,5,10,3,7,17,-,-,-,-,-,-,49
320440,RIO NOVO DO SUL,-,-,82,596,8,3,52,-,-,-,-,-,-,741
320450,SANTA LEOPOLDINA,-,2,5,37,19,2,6,-,-,-,-,-,-,71
320455,SANTA MARIA DE JETIBA,-,2,59,74,6,6,31,-,-,-,-,-,-,178
320460,SANTA TERESA,-,16,31,155,14,13,140,-,-,-,-,-,-,369
320465,SAO DOMINGOS DO NORTE,-,-,4,135,2,1,12,-,-,-,-,-,-,154
320470,SAO GABRIEL DA PALHA,-,50,257,135,334,8,113,-,-,-,-,-,-,897
320480,SAO JOSE DO CALCADO,-,-,6,514,3,1,10,-,-,-,-,-,-,534
320490,SAO MATEUS,2,877,1454,369,55,40,2231,-,-,-,-,-,-,5028
320495,SAO ROQUE DO CANAA,-,4,98,40,1,3,83,-,-,-,-,-,-,229
320500,SERRA,4,4596,4231,4694,702,1176,16645,38,-,-,-,-,27,32113
320501,SOORETAMA,-,64,137,20,21,25,163,-,-,-,-,-,-,430
320503,VARGEM ALTA,-,8,9,401,3,-,20,-,-,-,-,-,-,441
320506,VENDA NOVA DO IMIGRANTE,-,5,24,172,14,6,28,-,-,-,-,-,-,249
320510,VIANA,8,851,1388,1038,140,306,793,-,-,-,-,-,-,4524
320515,VILA PAVAO,-,3,5,19,39,13,15,2,-,-,-,-,-,96
320517,VILA VALERIO,-,3,72,10,5,4,45,-,-,-,-,-,-,139
320520,VILA VELHA,14,1342,3159,2721,1628,1307,6951,-,-,-,-,-,-,17122
320530,VITORIA,22,3721,5496,4597,1151,1569,8786,7191,-,-,-,-,16,32549
330010,ANGRA DOS REIS,4,64,8305,1117,406,133,847,155,32,238,1992,14733,3001,31027
330015,APERIBE,-,4,25,43,1,20,11,62,-,306,8,296,136,912
330020,ARARUAMA,-,13,499,1003,28,60,137,23,12,22,64,1900,138,3899
330022,AREAL,-,-,447,787,91,9,-,4,1,1,10,811,1,2162
330023,ARMACAO DOS BUZIOS,-,16,47,7,-,1,136,1,61,16,240,360,139,1024
330025,ARRAIAL DO CABO,-,1,51,684,15,39,47,3,9,25,67,611,32,1584
330030,BARRA DO PIRAI,2,40,1091,1027,21,32,203,17,114,4,55,1999,19,4624
330040,BARRA MANSA,-,76,982,345,2,3,238,29,426,15,45,3306,136,5603
330045,BELFORD ROXO,-,27,83,31,1,49,353,35,7,166,172,175,50,1149
330050,BOM JARDIM,-,1,25,274,1,1,43,-,-,1,5,2845,108,3304
330060,BOM JESUS DO ITABAPOANA,-,62,1256,1994,63,34,346,21,11,14,955,1058,476,6290
330070,CABO FRIO,2,200,181,187,206,106,277,77,56,52,162,802,84,2392
330080,CACHOEIRAS DE MACACU,-,73,10,438,1,26,2,3,1,37,383,1166,161,2301
330090,CAMBUCI,-,2,8,18,-,4,6,3,-,110,67,482,41,741
330093,CARAPEBUS,-,2,86,51,-,-,20,1,-,111,119,132,6,528
330095,COMENDADOR LEVY GASPARIAN,-,-,-,9,-,-,1,-,-,-,35,246,11,302
330100,CAMPOS DOS GOYTACAZES,-,112,4675,1705,63,150,77,8,34,224,3644,19797,295,30784
330110,CANTAGALO,-,4,8,1377,2,4,7,1,-,24,29,2866,223,4545
330115,CARDOSO MOREIRA,-,5,26,147,2,11,18,13,8,54,20,220,35,559
330120,CARMO,-,-,34,730,-,4,6,2,1,109,23,1000,1054,2963
330130,CASIMIRO DE ABREU,-,6,44,229,48,13,73,20,5,43,68,593,38,1180
330140,CONCEICAO DE MACABU,-,1,71,386,35,7,57,6,2,6,22,162,32,787
330150,CORDEIRO,-,2,75,2076,34,11,3,6,-,65,23,1890,35,4220
330160,DUAS BARRAS,-,-,-,47,-,1,4,12,-,-,2,970,16,1052
330170,DUQUE DE CAXIAS,-,271,295,1764,400,309,736,49,83,479,1720,7170,577,13853
330180,ENGENHEIRO PAULO DE FRONTIN,-,-,67,87,2,6,4,16,1,3,67,305,71,629
330185,GUAPIMIRIM,-,-,25,234,15,9,10,-,1,8,143,260,301,1006
330187,IGUABA GRANDE,-,1,28,21,2,17,30,47,3,107,199,498,167,1120
330190,ITABORAI,1,387,752,562,662,2728,755,281,36,149,695,6641,1260,14909
330200,ITAGUAI,-,13,248,72,3,7,33,3,12,367,288,284,8,1338
330205,ITALVA,-,13,43,270,7,26,20,21,1,91,390,749,27,1658
330210,ITAOCARA,1,11,26,73,4,56,7,6,4,81,10,193,52,524
330220,ITAPERUNA,3,257,3031,4260,220,321,245,60,72,461,2291,2050,675,13946
330225,ITATIAIA,-,17,1254,253,32,2,49,21,12,20,358,2235,15,4268
330227,JAPERI,-,7,73,24,-,-,112,1,7,19,22,168,8,441
330230,LAJE DO MURIAE,-,-,74,63,-,-,5,-,-,30,15,219,73,479
330240,MACAE,3,52,1107,1622,74,47,219,49,86,1225,459,6123,596,11662
330245,MACUCO,-,-,12,153,-,-,-,-,-,4,113,336,22,640
330250,MAGE,-,21,35,158,13,46,66,1,1,16,161,2434,1920,4872
330260,MANGARATIBA,1,9,168,40,5,4,75,12,2,18,112,390,37,873
330270,MARICA,5,73,81,13,169,484,78,55,18,13,72,5460,165,6686
330280,MENDES,-,48,507,155,1,-,9,-,-,-,66,745,27,1558
330285,MESQUITA,-,8,35,115,-,4,15,5,1,9,74,172,2,440
330290,MIGUEL PEREIRA,-,2,1,44,6,2,30,13,1,18,51,750,333,1251
330300,MIRACEMA,-,1,298,37,3,6,737,8,7,12,26,456,152,1743
330310,NATIVIDADE,-,3,671,1226,2,16,98,2,4,2,857,702,153,3736
330320,NILOPOLIS,-,6,93,365,3,5,12,6,8,7,33,71,100,709
330330,NITEROI,2,417,847,3908,985,1907,374,78,23,49,187,2517,260,11554
330340,NOVA FRIBURGO,-,9,170,7796,42,20,17,15,4,106,203,5694,218,14294
330350,NOVA IGUACU,-,92,259,342,11,13,78,11,26,38,657,1643,87,3257
330360,PARACAMBI,-,15,4,-,2,13,10,-,14,8,99,287,404,856
330370,PARAIBA DO SUL,-,5,82,617,-,-,36,3,-,6,9,725,221,1704
330380,PARATY,-,41,266,84,8,13,48,37,19,197,1139,4709,407,6968
330385,PATY DO ALFERES,-,2,11,176,1,-,76,66,-,6,73,1271,31,1713
330390,PETROPOLIS,-,17,172,709,59,14,191,7,3,26,232,8576,479,10485
330395,PINHEIRAL,-,10,136,107,4,6,93,132,21,3,41,682,14,1249
330400,PIRAI,-,56,954,863,131,194,329,96,80,47,255,2434,330,5769
330410,PORCIUNCULA,-,1,107,149,6,5,132,13,4,18,288,288,42,1053
330411,PORTO REAL,-,2,1911,19,5,3,21,17,28,4,33,895,21,2959
330412,QUATIS,-,2,668,15,3,3,58,6,6,28,27,285,22,1123
330414,QUEIMADOS,-,1,4,26,7,7,24,2,6,1,113,831,11,1033
330415,QUISSAMA,-,2,65,13,2,5,11,-,2,116,50,567,11,844
330420,RESENDE,-,456,9297,904,35,17,439,77,99,257,2832,10532,381,25326
330430,RIO BONITO,-,12,8,21,8,26,20,3,4,7,73,282,114,578
330440,RIO CLARO,-,3,117,15,1,9,3,1,1,1,6,461,14,632
330450,RIO DAS FLORES,-,2,9,3,4,2,20,1,-,2,1,25,264,333
330452,RIO DAS OSTRAS,1,104,1005,328,83,132,237,45,32,261,1302,4374,177,8081
330455,RIO DE JANEIRO,19,2831,18307,26402,3767,5591,18070,1196,858,4577,22617,111894,9282,225411
330460,SANTA MARIA MADALENA,-,-,-,75,-,-,-,-,-,8,1,16,9,109
330470,SANTO ANTONIO DE PADUA,-,44,771,595,27,139,27,39,15,159,134,562,57,2569
330475,SAO FRANCISCO DE ITABAPOANA,1,63,254,10,-,54,856,311,-,3,74,3286,40,4952
330480,SAO FIDELIS,-,13,223,143,4,48,3,14,2,9,31,224,3,717
330490,SAO GONCALO,3,940,2314,8004,1742,1200,768,27,27,22,111,2592,224,17974
330500,SAO JOAO DA BARRA,-,1,47,16,-,36,34,-,-,4,28,228,6,400
330510,SAO JOAO DE MERITI,-,66,46,14,-,2,145,11,1,18,339,2768,12,3422
330513,SAO JOSE DE UBA,-,6,173,250,3,5,35,-,4,69,88,97,12,742
330515,SAO JOSE DO VALE DO RIO PRETO,-,1,668,42,6,4,2,2,1,-,1,418,19,1164
330520,SAO PEDRO DA ALDEIA,2,286,45,897,19,78,233,40,97,30,733,305,67,2832
330530,SAO SEBASTIAO DO ALTO,-,-,-,168,-,1,1,-,-,8,29,215,228,650
330540,SAPUCAIA,-,1,136,305,8,4,1,1,47,1,29,1196,40,1769
330550,SAQUAREMA,1,19,2142,2565,907,124,29,53,25,5,66,971,59,6966
330555,SEROPEDICA,-,26,110,172,88,96,121,-,3,122,32,123,15,908
330560,SILVA JARDIM,-,-,1,30,-,1,10,-,-,3,6,193,61,305
330570,SUMIDOURO,-,-,-,212,-,-,-,-,-,-,69,489,15,785
330575,TANGUA,-,-,-,94,35,84,18,11,-,4,51,130,13,440
330580,TERESOPOLIS,-,3,38,524,6,5,23,16,3,3,20,2070,39,2750
330590,TRAJANO DE MORAES,-,-,2,29,3,-,-,-,-,6,5,67,169,281
330600,TRES RIOS,-,7,42,432,2,22,84,4,1,6,486,1858,45,2989
330610,VALENCA,-,30,213,207,9,10,30,28,8,49,6,839,400,1829
330615,VARRE-SAI,-,-,15,294,2,-,30,8,-,3,329,100,6,787
330620,VASSOURAS,-,58,747,518,73,44,280,480,6,54,29,3410,119,5818
330630,VOLTA REDONDA,1,291,4366,4011,269,107,2801,482,87,13,584,24346,440,37798
350010,ADAMANTINA,-,43,1160,99,7,10,2082,1058,11,1331,3348,162,794,10105
350020,ADOLFO,-,2,108,111,-,112,105,7,89,161,17,149,206,1067
350030,AGUAI,-,501,2495,26,6,14,573,2000,22,8,8,515,953,7121
350040,AGUAS DA PRATA,-,5,347,3,2,1,25,27,1,-,10,237,28,686
350050,AGUAS DE LINDOIA,-,16,205,26,2,2,33,5,5,22,5,1416,65,1802
350055,AGUAS DE SANTA BARBARA,-,6,14,2,-,-,12,1,29,52,9,682,465,1272
350060,AGUAS DE SAO PEDRO,-,96,32,6,2,2,9,27,10,43,2,276,387,892
350070,AGUDOS,-,19,678,45,3,35,1438,27,13,222,2450,749,835,6514
350075,ALAMBARI,-,8,19,4,-,1,-,-,110,1,1,111,9,264
350080,ALFREDO MARCONDES,-,11,33,22,2,1,26,149,9,231,432,28,358,1302
350090,ALTAIR,2,1,70,9,3,6,62,1,31,35,8,108,55,391
350100,ALTINOPOLIS,-,2,71,19,1,-,20,26,7,11,47,579,279,1062
350110,ALTO ALEGRE,-,-,78,6,5,-,49,31,203,338,13,14,512,1249
350115,ALUMINIO,-,8,178,25,1,-,9,5,11,4,11,835,175,1262
350120,ALVARES FLORENCE,-,33,23,25,-,5,52,68,59,430,29,356,159,1239
350130,ALVARES MACHADO,-,9,339,402,1,1,195,276,18,478,1443,30,520,3712
350140,ALVARO DE CARVALHO,-,1,33,2,2,-,50,14,119,123,116,47,53,560
350150,ALVINLANDIA,-,-,29,4,-,1,2,26,8,19,118,390,73,670
